datkins,1,C56001,David,Atkins,datkins@aveksa.com,Boston,US,Corporate,,Chief Executive Officer,,10100,directors,1,TRUE,Full Time,0,C56001,101,
aburton,3014,C56099,Ashley,Burton,aburton@anycompany.com,Boston,US,Marketing,,Marketing Manager,,80400,jharding,4,FALSE,Full Time,1,C56025,804,
cshaw,3015,C56100,Carlos,Shaw,cshaw@anycompany.com,San Francisco,US,Marketing,,Marketing Manager,,80400,jharding,4,FALSE,Full Time,0,C56025,804,
jbrewer,3001,C56086,Jennifer,Brewer,jbrewer@anycompany.com,Munich,EMEA,Marketing,,Marketing Manager,,80400,jkennedy,4,FALSE,Full Time,0,C56021,804,
npatrick,3002,C56087,Nicholas,Patrick,npatrick@anycompany.com,Los Angeles,US,Marketing,,Marketing Manager,,80400,jkennedy,4,FALSE,Full Time,0,C56021,804,
dchambers,3003,C56088,Debra,Chambers,dchambers@anycompany.com,Munich,EMEA,Marketing,,Marketing Manager,,80400,jkennedy,4,FALSE,Full Time,0,C56021,804,
bcox,3004,C56089,Bruce,Cox,bcox@anycompany.com,Los Angeles,US,Marketing,,Marketing Manager,,80400,jlynch,4,FALSE,Full Time,1,C56022,804,
caustin,3005,C56090,Carolyn,Austin,caustin@anycompany.com,Chicago,US,Marketing,,Marketing Manager,,80400,jlynch,4,FALSE,Full Time,0,C56022,804,
rduran,3006,C56091,Raymond,Duran,rduran@anycompany.com,San Francisco,US,Marketing,,Marketing Manager,,80400,jlynch,4,FALSE,Full Time,0,C56022,804,
ebyrd,3010,C56095,Emily,Byrd,ebyrd@anycompany.com,Hong Kong,AsiaPac,Marketing,,Marketing Manager,,80400,plucas,4,FALSE,Full Time,0,C56024,804,
dwatts,3011,C56096,Debra,Watts,dwatts@anycompany.com,Boston,US,Marketing,,Marketing Manager,,80400,plucas,4,FALSE,Full Time,0,C56024,804,
bhood,3012,C56097,Benjamin,Hood,bhood@anycompany.com,Los Angeles,US,Marketing,,Marketing Manager,,80400,plucas,4,FALSE,Full Time,1,C56024,804,
nosborne,3007,C56092,Nancy,Osborne,nosborne@anycompany.com,Los Angeles,US,Marketing,,Marketing Manager,,80400,thopkins,4,FALSE,Full Time,0,C56023,804,
tshields,3008,C56093,Todd,Shields,tshields@anycompany.com,London,EMEA,Marketing,,Marketing Manager,,80400,thopkins,4,FALSE,Contractor,0,C56023,804,
mcantu,3009,C56094,Martin,Cantu,mcantu@anycompany.com,Hong Kong,AsiaPac,Marketing,,Marketing Manager,,80400,thopkins,4,FALSE,Full Time,0,C56023,804,
dwade,1008,C56063,Diane,Wade,dwade@anycompany.com,Boston,US,Sales,,Sales Manager,,40400,mrandolph,4,FALSE,Full Time,0,C56013,404,
lferguson,6011,C56141,Lisa,Ferguson,lferguson@anycompany.com,Hong Kong,AsiaPac,Sales,,Sales Manager,,50400,mrandolph,4,FALSE,Full Time,0,C56039,504,
ayork,5010,C56125,Aaron,York,ayork@anycompany.com,San Francisco,US,Sales,,Sales Manager,,90400,bmcbride,4,FALSE,Full Time,1,C56034,904,
cmaddox,5011,C56126,Chris,Maddox,cmaddox@anycompany.com,Dublin,EMEA,Sales,,Sales Manager,,90400,bmcbride,4,FALSE,Full Time,0,C56034,904,
rcain,5012,C56127,Rose,Cain,rcain@anycompany.com,Dublin,EMEA,Sales,,Sales Manager,,90400,bmcbride,4,FALSE,Full Time,0,C56034,904,
bchavez,5001,C56116,Bonnie,Chavez,bchavez@anycompany.com,Miami,US,Sales,,Sales Manager,,90400,jcraig,4,FALSE,Full Time,1,C56031,904,
sheath,5002,C56117,Sarah,Heath,sheath@anycompany.com,Hong Kong,AsiaPac,Sales,,Sales Manager,,90400,jcraig,4,FALSE,Full Time,0,C56031,904,
gleach,5003,C56118,Gloria,Leach,gleach@anycompany.com,Dublin,EMEA,Sales,,Sales Manager,,90400,jcraig,4,FALSE,Full Time,0,C56031,904,
chull,5007,C56122,Catherine,Hull,chull@anycompany.com,Dublin,EMEA,Sales,,Sales Manager,,90400,jfuentes,4,FALSE,Full Time,0,C56033,904,
agay,5008,C56123,Arthur,Gay,agay@anycompany.com,Miami,US,Sales,,Sales Manager,,90400,jfuentes,4,FALSE,Full Time,1,C56033,904,
eoneill,5009,C56124,Elizabeth,Oneill,eoneill@anycompany.com,New York,US,Sales,,Sales Manager,,90400,jfuentes,4,FALSE,Full Time,0,C56033,904,
hcoleman,5013,C56128,Harold,Coleman,hcoleman@anycompany.com,Hong Kong,AsiaPac,Sales,,Sales Manager,,90400,jthompson,4,FALSE,Full Time,0,C56035,904,
wskinner,5014,C56129,William,Skinner,wskinner@anycompany.com,Los Angeles,US,Sales,,Sales Manager,,90400,jthompson,4,FALSE,Contractor,0,C56035,904,
dsharp,5015,C56130,Douglas,Sharp,dsharp@anycompany.com,San Francisco,US,Sales,,Sales Manager,,90400,jthompson,4,FALSE,Full Time,0,C56035,904,
kallison,5004,C56119,Kathleen,Allison,kallison@anycompany.com,London,EMEA,Sales,,Sales Manager,,90400,smcconnell,4,FALSE,Full Time,0,C56032,904,
vgallegos,5005,C56120,Victor,Gallegos,vgallegos@anycompany.com,Los Angeles,US,Sales,,Sales Manager,,90400,smcconnell,4,FALSE,Contractor,0,C56032,904,
skeith,5006,C56121,Shawn,Keith,skeith@anycompany.com,Dublin,EMEA,Sales,,Sales Manager,,90400,smcconnell,4,FALSE,Full Time,0,C56032,904,
56,,,,,,,,,,,,,,,,,,,,
fweaver,4006,C56106,Fred,Weaver,fweaver@anycompany.com,Miami,US,Development,,Development Manager,,30400,tmendez,4,FALSE,Full Time,0,C56027,304,Z943453
jwelch,7005,C56150,Jason,Welch,jwelch@anycompany.com,Chicago,US,Finance,Aerostar,AP Clerk,,40420,cparsons,4,FALSE,Full Time,0,C56042,Accounts Payable,Z852284
jwheeler,8011,C56171,Jeffrey,Wheeler,jwheeler@anycompany.com,Munich,EMEA,Customer Support,,Customer Support Manager,,20400,phouston,4,FALSE,Full Time,0,C56049,204,A562966
awhitaker,201,C56016,Ann,Whitaker,awhitaker@anycompany.com,Boston,US,Manufacturing,,Director of Manufacturing,,70300,chammel,3,TRUE,Full Time,1,C56003,703,A453949
jwiggins,701,C56041,Jane,Wiggins,jwiggins@anycompany.com,Chicago,US,Finance,Aerostar,Accounts Receivable Director,,40300,dpeterson,3,TRUE,Full Time,0,C56002,Senior Finance Management,Z941080
ewilcox,9013,C56188,Eric,Wilcox,ewilcox@anycompany.com,Los Angeles,US,Information Technology,,Information Technology Manager,,60400,acruz,4,FALSE,Full Time,0,C56055,604,Z851294
ewright,604,C56039,Edward,Wright,ewright@anycompany.com,Boston,US,Human Resources,,Director of Human Resources,,50300,pmahoney,3,TRUE,Full Time,0,C56007,503,Z486549
ayork,5010,C56125,Aaron,York,ayork@anycompany.com,San Francisco,US,Sales,,Sales Manager,,90400,bmcbride,4,FALSE,Full Time,1,C56034,904,A075375
